#CONFIG#{"theme": "light", "font_size": 16, "window_width": 2048, "window_height": 1189, "font_family": "Microsoft YaHei UI"}
时间,科目,题干,正确答案,附件路径,难度,合集
2026-02-08 22:41:20,语文,文言文阅读：阅读下面的文言文，完成题目,熟练背诵名篇名句，准确填写。,attachment_7457.pdf,中等,
2026-01-29 15:08:08,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",求导后分析导函数的符号确定单调区间。,无,困难,
2026-01-25 12:56:58,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,运用等差数列的通项公式和前n项和公式求解。,attachment_7459.pdf,困难,
2026-02-01 05:35:44,语文,下列各句中，加点的成语使用恰当的一句是,分析句子结构，找出语病类型并修正。,无,中等,
2026-02-17 10:01:42,语文,文言文阅读：阅读下面的文言文，完成题目,熟悉文学常识，准确判断各选项的正误。,无,困难,
2026-02-14 18:18:18,语文,文言文阅读：阅读下面的文言文，完成题目,从诗歌的意境、表达技巧等角度分析，得出答案。,attachment_7462.pdf,中等,
2026-02-05 08:09:29,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",利用正弦定理和余弦定理解决三角形问题。,attachment_7463.pdf,中等,
2026-02-18 10:16:38,语文,下列句子中，加点字的读音完全正确的一项是,结合语境和成语的含义，C项使用恰当。,无,简单,
2026-02-13 23:52:45,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",利用复数除法法则和模的定义计算。,attachment_7465.pdf,简单,
2026-02-18 03:22:43,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用配方法或求导法找到函数的最小值点。,attachment_7466.pdf,困难,
2026-01-30 07:48:26,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",将函数化为辅助角公式的形式求最值。,attachment_7467.pdf,简单,
2026-01-25 12:04:06,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,利用复数除法法则和模的定义计算。,无,中等,
2026-01-25 07:15:30,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",求导后分析导函数的符号确定单调区间。,attachment_7469.pdf,简单,
2026-02-15 19:35:09,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",运用等差数列的通项公式和前n项和公式求解。,无,困难,
2026-02-11 21:36:20,语文,下列文学常识的表述，错误的一项是,根据汉字的读音规则和声调，正确答案是B选项。,无,简单,
2026-01-30 20:40:00,语文,古诗文默写：补写出下列名篇名句中的空缺部分,分析句子结构，找出语病类型并修正。,attachment_7472.pdf,简单,
2026-02-04 11:55:04,数学,函数 f(x) = sin x + cos x 的最大值为,运用等差数列的通项公式和前n项和公式求解。,attachment_7473.pdf,中等,
2026-02-09 23:02:33,语文,下列各句中，加点的成语使用恰当的一句是,理解文言文中的实词、虚词、句式，推断文意。,attachment_7474.pdf,困难,
2026-02-06 04:49:37,数学,函数 f(x) = sin x + cos x 的最大值为,利用线性规划的方法求目标函数的最值。,attachment_7475.pdf,困难,
2026-02-05 05:31:31,语文,古诗词鉴赏：阅读下面这首诗，完成题目,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,attachment_7476.pdf,中等,
2026-01-31 16:03:05,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,根据椭圆的标准方程和离心率公式计算。,attachment_7477.pdf,中等,
2026-02-18 16:28:29,语文,古诗文默写：补写出下列名篇名句中的空缺部分,结合语境和成语的含义，C项使用恰当。,无,简单,
2026-02-17 07:50:22,语文,下列词语中，没有错别字的一组是,熟悉文学常识，准确判断各选项的正误。,无,困难,
2026-02-16 05:04:28,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用向量垂直的条件 a·b = 0 求解。,无,简单,
2026-02-13 14:42:43,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",利用正态分布的对称性求解概率。,无,中等,
2026-02-08 13:19:58,语文,现代文阅读：阅读下面的文字，完成题目,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,无,中等,
2026-01-27 16:32:16,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,求导后分析导函数的符号确定单调区间。,无,困难,
2026-02-13 18:04:16,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",利用复数除法法则和模的定义计算。,attachment_7484.pdf,中等,
2026-01-30 16:35:55,数学,函数 f(x) = sin x + cos x 的最大值为,利用配方法或求导法找到函数的最小值点。,无,困难,
2026-01-23 09:22:56,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用正态分布的对称性求解概率。,无,简单,
2026-01-28 15:07:51,数学,函数 f(x) = sin x + cos x 的最大值为,运用等差数列的通项公式和前n项和公式求解。,无,困难,
2026-02-14 16:54:03,语文,下列句子中，加点字的读音完全正确的一项是,理解文言文中的实词、虚词、句式，推断文意。,无,困难,
2026-02-04 16:48:28,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用正态分布的对称性求解概率。,无,困难,
2026-02-15 21:20:35,语文,下列各句中，加点的成语使用恰当的一句是,理解文言文中的实词、虚词、句式，推断文意。,无,困难,
2026-01-23 07:24:35,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",利用线性规划的方法求目标函数的最值。,无,简单,
2026-02-17 00:37:56,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",利用复数除法法则和模的定义计算。,attachment_7492.pdf,简单,
2026-01-31 02:18:56,语文,对下列句子中加点词语的解释，不正确的一项是,从诗歌的意境、表达技巧等角度分析，得出答案。,无,简单,
2026-02-04 19:59:24,语文,下列各句中，加点的成语使用恰当的一句是,根据上下文和词义辨析，选择最合适的解释。,无,困难,
2026-01-31 15:40:37,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用正弦定理和余弦定理解决三角形问题。,无,困难,
2026-02-11 08:00:12,语文,古诗文默写：补写出下列名篇名句中的空缺部分,从诗歌的意境、表达技巧等角度分析，得出答案。,无,简单,
2026-01-30 12:38:18,语文,下列各句中，加点的成语使用恰当的一句是,熟练背诵名篇名句，准确填写。,attachment_7497.pdf,困难,
2026-01-30 18:01:35,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",根据椭圆的标准方程和离心率公式计算。,无,简单,
2026-01-23 08:04:41,语文,下列各句中，没有语病的一句是,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,attachment_7499.pdf,困难,
2026-02-03 03:36:14,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",利用配方法或求导法找到函数的最小值点。,attachment_7500.pdf,中等,
2026-02-03 10:57:17,语文,下列句子中，加点字的读音完全正确的一项是,结合语境和成语的含义，C项使用恰当。,无,简单,
2026-02-10 23:02:19,语文,下列各句中，加点的成语使用恰当的一句是,分析句子结构，找出语病类型并修正。,attachment_7502.pdf,中等,
2026-02-19 16:57:40,数学,函数 f(x) = sin x + cos x 的最大值为,将函数化为辅助角公式的形式求最值。,attachment_7503.pdf,中等,
2026-02-16 01:47:58,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",利用复数除法法则和模的定义计算。,无,困难,
2026-02-13 04:33:03,语文,下列句子中，加点字的读音完全正确的一项是,分析句子结构，找出语病类型并修正。,attachment_7505.pdf,简单,
2026-02-05 10:42:20,语文,下列词语中，没有错别字的一组是,熟练背诵名篇名句，准确填写。,无,中等,
2026-01-23 07:54:16,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",求导后分析导函数的符号确定单调区间。,无,简单,
2026-02-18 07:32:39,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用线性规划的方法求目标函数的最值。,attachment_7508.pdf,困难,
2026-02-04 14:07:43,数学,函数 f(x) = sin x + cos x 的最大值为,利用正弦定理和余弦定理解决三角形问题。,无,困难,
2026-02-04 19:16:25,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",利用正态分布的对称性求解概率。,无,中等,
2026-01-22 15:20:59,语文,对下列句子中加点词语的解释，不正确的一项是,根据上下文和词义辨析，选择最合适的解释。,attachment_7511.pdf,困难,
2026-02-15 09:54:04,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,利用正态分布的对称性求解概率。,无,简单,
2026-01-28 16:09:53,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,运用等差数列的通项公式和前n项和公式求解。,无,中等,
2026-02-02 05:53:39,语文,对下列句子中加点词语的解释，不正确的一项是,理解文言文中的实词、虚词、句式，推断文意。,无,困难,
2026-02-06 18:21:18,语文,下列各句中，没有语病的一句是,分析句子结构，找出语病类型并修正。,无,困难,
2026-02-05 01:31:02,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,利用正态分布的对称性求解概率。,无,困难,
2026-02-09 13:40:56,语文,下列词语中，没有错别字的一组是,根据上下文和词义辨析，选择最合适的解释。,无,困难,
2026-02-07 22:18:59,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",根据椭圆的标准方程和离心率公式计算。,无,简单,
2026-02-20 07:26:29,语文,下列各句中，加点的成语使用恰当的一句是,熟悉文学常识，准确判断各选项的正误。,attachment_7519.pdf,中等,
2026-02-01 02:56:04,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,运用等差数列的通项公式和前n项和公式求解。,attachment_7520.pdf,简单,
2026-01-21 22:42:57,语文,现代文阅读：阅读下面的文字，完成题目,根据上下文和词义辨析，选择最合适的解释。,attachment_7521.pdf,困难,
2026-01-31 19:24:42,语文,下列文学常识的表述，错误的一项是,把握文章主旨，理解作者观点态度。,attachment_7522.pdf,简单,
2026-01-30 09:54:25,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用正弦定理和余弦定理解决三角形问题。,无,困难,
2026-02-21 12:31:55,语文,对下列句子中加点词语的解释，不正确的一项是,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,无,简单,
2026-01-27 08:58:06,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用配方法或求导法找到函数的最小值点。,无,简单,
2026-02-15 11:15:44,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,运用等差数列的通项公式和前n项和公式求解。,attachment_7526.pdf,简单,
2026-02-08 12:28:31,语文,对下列句子中加点词语的解释，不正确的一项是,熟悉文学常识，准确判断各选项的正误。,无,简单,
2026-02-18 22:53:51,语文,现代文阅读：阅读下面的文字，完成题目,理解文言文中的实词、虚词、句式，推断文意。,无,困难,
2026-02-17 09:40:33,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用复数除法法则和模的定义计算。,无,困难,
2026-02-13 08:38:11,语文,古诗词鉴赏：阅读下面这首诗，完成题目,从诗歌的意境、表达技巧等角度分析，得出答案。,无,中等,
2026-02-09 16:52:14,语文,下列各句中，没有语病的一句是,根据上下文和词义辨析，选择最合适的解释。,attachment_7531.pdf,困难,
2026-02-19 04:29:25,语文,现代文阅读：阅读下面的文字，完成题目,熟悉文学常识，准确判断各选项的正误。,无,简单,
2026-02-10 08:39:48,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用复数除法法则和模的定义计算。,无,中等,
2026-02-14 09:23:20,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用正态分布的对称性求解概率。,attachment_7534.pdf,简单,
2026-01-27 10:35:18,语文,下列文学常识的表述，错误的一项是,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,无,困难,
2026-02-19 18:11:50,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",求导后分析导函数的符号确定单调区间。,无,简单,
2026-02-02 11:07:41,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,运用等差数列的通项公式和前n项和公式求解。,无,简单,
2026-01-26 12:24:04,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用正态分布的对称性求解概率。,attachment_7538.pdf,困难,
2026-02-21 09:48:17,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用配方法或求导法找到函数的最小值点。,attachment_7539.pdf,中等,
2026-02-19 10:32:34,语文,下列各句中，没有语病的一句是,分析句子结构，找出语病类型并修正。,attachment_7540.pdf,中等,
2026-02-04 21:19:01,语文,下列句子中，加点字的读音完全正确的一项是,熟悉文学常识，准确判断各选项的正误。,无,简单,
2026-02-08 20:51:57,语文,下列文学常识的表述，错误的一项是,从诗歌的意境、表达技巧等角度分析，得出答案。,无,困难,
2026-01-27 05:38:29,语文,古诗词鉴赏：阅读下面这首诗，完成题目,熟练背诵名篇名句，准确填写。,无,困难,
2026-02-12 03:29:56,语文,下列文学常识的表述，错误的一项是,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,无,简单,
2026-02-20 18:25:48,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,求导后分析导函数的符号确定单调区间。,无,困难,
2026-02-06 17:21:30,语文,现代文阅读：阅读下面的文字，完成题目,把握文章主旨，理解作者观点态度。,无,中等,
2026-02-05 17:58:57,语文,下列句子中，加点字的读音完全正确的一项是,根据上下文和词义辨析，选择最合适的解释。,无,中等,
2026-02-20 14:34:39,语文,下列文学常识的表述，错误的一项是,熟悉文学常识，准确判断各选项的正误。,attachment_7548.pdf,困难,
2026-01-25 08:07:27,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",利用向量垂直的条件 a·b = 0 求解。,无,简单,
2026-02-03 10:55:22,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用线性规划的方法求目标函数的最值。,无,中等,
2026-01-28 08:50:37,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用复数除法法则和模的定义计算。,无,中等,
2026-01-27 22:04:25,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,运用等差数列的通项公式和前n项和公式求解。,无,简单,
2026-02-14 13:01:41,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",将函数化为辅助角公式的形式求最值。,无,简单,
2026-01-29 13:30:15,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",利用配方法或求导法找到函数的最小值点。,无,困难,
2026-02-03 21:34:16,语文,下列各句中，没有语病的一句是,理解文言文中的实词、虚词、句式，推断文意。,无,困难,
2026-02-12 22:45:50,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",利用向量垂直的条件 a·b = 0 求解。,无,中等,
2026-01-25 11:33:03,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用复数除法法则和模的定义计算。,无,简单,
2026-02-21 16:23:41,语文,古诗文默写：补写出下列名篇名句中的空缺部分,把握文章主旨，理解作者观点态度。,attachment_7558.pdf,困难,
2026-01-28 18:50:42,语文,对下列句子中加点词语的解释，不正确的一项是,从诗歌的意境、表达技巧等角度分析，得出答案。,无,中等,
2026-02-16 16:57:25,语文,现代文阅读：阅读下面的文字，完成题目,结合语境和成语的含义，C项使用恰当。,无,困难,
2026-02-21 12:54:18,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用配方法或求导法找到函数的最小值点。,无,困难,
2026-01-27 16:22:56,语文,下列各句中，加点的成语使用恰当的一句是,熟悉文学常识，准确判断各选项的正误。,无,中等,
2026-01-30 20:36:22,语文,下列各句中，没有语病的一句是,根据上下文和词义辨析，选择最合适的解释。,无,困难,
2026-02-19 18:16:55,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",根据椭圆的标准方程和离心率公式计算。,无,简单,
2026-02-17 07:38:12,语文,下列句子中，加点字的读音完全正确的一项是,理解文言文中的实词、虚词、句式，推断文意。,无,简单,
2026-01-31 12:27:27,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",将函数化为辅助角公式的形式求最值。,attachment_7566.pdf,中等,
2026-01-26 13:28:17,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用复数除法法则和模的定义计算。,无,简单,
2026-02-09 14:02:22,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用正态分布的对称性求解概率。,无,困难,
2026-01-31 00:25:07,语文,古诗词鉴赏：阅读下面这首诗，完成题目,把握文章主旨，理解作者观点态度。,attachment_7569.pdf,困难,
2026-02-16 16:54:07,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,利用正态分布的对称性求解概率。,无,困难,
2026-02-01 05:10:40,语文,古诗词鉴赏：阅读下面这首诗，完成题目,把握文章主旨，理解作者观点态度。,无,简单,
2026-01-29 06:58:17,语文,文言文阅读：阅读下面的文言文，完成题目,根据上下文和词义辨析，选择最合适的解释。,无,中等,
2026-02-07 06:31:32,语文,下列各句中，加点的成语使用恰当的一句是,熟悉文学常识，准确判断各选项的正误。,attachment_7573.pdf,简单,
2026-01-22 17:36:21,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",利用正态分布的对称性求解概率。,无,困难,
2026-02-19 06:15:22,语文,下列各句中，加点的成语使用恰当的一句是,熟悉文学常识，准确判断各选项的正误。,attachment_7575.pdf,困难,
2026-01-30 21:29:09,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用线性规划的方法求目标函数的最值。,attachment_7576.pdf,困难,
2026-01-27 18:46:55,语文,古诗文默写：补写出下列名篇名句中的空缺部分,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,attachment_7577.pdf,简单,
2026-02-20 08:06:14,语文,文言文阅读：阅读下面的文言文，完成题目,结合语境和成语的含义，C项使用恰当。,无,中等,
2026-02-09 03:26:02,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",根据椭圆的标准方程和离心率公式计算。,无,困难,
2026-01-27 13:56:49,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",利用复数除法法则和模的定义计算。,attachment_7580.pdf,简单,
2026-01-31 16:20:52,数学,函数 f(x) = sin x + cos x 的最大值为,利用正态分布的对称性求解概率。,无,困难,
2026-01-24 04:44:15,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",求导后分析导函数的符号确定单调区间。,attachment_7582.pdf,简单,
2026-01-26 01:46:40,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,利用正态分布的对称性求解概率。,无,困难,
2026-01-29 14:38:23,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",将函数化为辅助角公式的形式求最值。,attachment_7584.pdf,简单,
2026-01-26 12:46:50,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,利用向量垂直的条件 a·b = 0 求解。,无,简单,
2026-01-22 23:28:09,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,利用正态分布的对称性求解概率。,无,中等,
2026-02-18 21:14:39,语文,古诗文默写：补写出下列名篇名句中的空缺部分,结合语境和成语的含义，C项使用恰当。,无,简单,
2026-02-07 04:30:36,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",利用配方法或求导法找到函数的最小值点。,无,中等,
2026-01-28 08:04:42,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",利用正弦定理和余弦定理解决三角形问题。,无,简单,
2026-02-07 22:54:55,语文,对下列句子中加点词语的解释，不正确的一项是,熟练背诵名篇名句，准确填写。,无,简单,
2026-01-22 14:04:28,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用配方法或求导法找到函数的最小值点。,无,中等,
2026-02-08 19:00:59,语文,下列各句中，加点的成语使用恰当的一句是,根据上下文和词义辨析，选择最合适的解释。,attachment_7592.pdf,困难,
2026-02-14 17:52:45,数学,函数 f(x) = sin x + cos x 的最大值为,利用向量垂直的条件 a·b = 0 求解。,无,中等,
2026-02-12 18:10:17,语文,古诗文默写：补写出下列名篇名句中的空缺部分,分析句子结构，找出语病类型并修正。,无,中等,
2026-01-31 22:22:43,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用正态分布的对称性求解概率。,无,简单,
2026-01-23 05:56:33,语文,下列句子中，加点字的读音完全正确的一项是,把握文章主旨，理解作者观点态度。,无,中等,
2026-01-30 18:07:51,语文,下列句子中，加点字的读音完全正确的一项是,把握文章主旨，理解作者观点态度。,attachment_7597.pdf,困难,
2026-02-02 23:24:55,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,求导后分析导函数的符号确定单调区间。,无,简单,
2026-02-15 22:05:05,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,根据椭圆的标准方程和离心率公式计算。,attachment_7599.pdf,简单,
2026-02-04 16:21:57,语文,古诗文默写：补写出下列名篇名句中的空缺部分,结合语境和成语的含义，C项使用恰当。,无,困难,
2026-02-03 22:22:53,语文,古诗词鉴赏：阅读下面这首诗，完成题目,根据汉字的读音规则和声调，正确答案是B选项。,无,简单,
2026-01-23 08:46:12,数学,函数 f(x) = sin x + cos x 的最大值为,根据椭圆的标准方程和离心率公式计算。,无,简单,
2026-01-31 11:05:55,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,求导后分析导函数的符号确定单调区间。,无,中等,
2026-01-23 00:06:18,语文,下列文学常识的表述，错误的一项是,结合语境和成语的含义，C项使用恰当。,无,中等,
2026-01-30 15:18:34,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,运用等差数列的通项公式和前n项和公式求解。,无,简单,
2026-01-22 11:26:38,语文,现代文阅读：阅读下面的文字，完成题目,从诗歌的意境、表达技巧等角度分析，得出答案。,无,简单,
2026-02-16 14:58:23,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",运用等差数列的通项公式和前n项和公式求解。,attachment_7607.pdf,中等,
2026-01-29 06:40:13,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,求导后分析导函数的符号确定单调区间。,无,中等,
2026-02-16 13:20:04,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",利用线性规划的方法求目标函数的最值。,无,中等,
2026-01-26 03:46:59,语文,下列词语中，没有错别字的一组是,结合语境和成语的含义，C项使用恰当。,无,简单,
2026-02-20 23:06:31,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用正态分布的对称性求解概率。,无,困难,
2026-02-10 00:51:38,语文,下列各句中，加点的成语使用恰当的一句是,分析句子结构，找出语病类型并修正。,无,简单,
2026-01-22 17:18:02,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,利用向量垂直的条件 a·b = 0 求解。,attachment_7613.pdf,中等,
2026-02-20 09:31:10,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",利用复数除法法则和模的定义计算。,attachment_7614.pdf,困难,
2026-02-15 15:20:29,语文,下列各句中，加点的成语使用恰当的一句是,理解文言文中的实词、虚词、句式，推断文意。,attachment_7615.pdf,简单,
2026-01-29 00:03:12,语文,古诗词鉴赏：阅读下面这首诗，完成题目,把握文章主旨，理解作者观点态度。,无,中等,
2026-02-05 11:33:25,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用向量垂直的条件 a·b = 0 求解。,attachment_7617.pdf,简单,
2026-01-28 04:41:34,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,将函数化为辅助角公式的形式求最值。,无,困难,
2026-02-21 02:47:06,语文,下列文学常识的表述，错误的一项是,根据汉字的读音规则和声调，正确答案是B选项。,attachment_7619.pdf,中等,
2026-02-17 17:57:32,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,根据椭圆的标准方程和离心率公式计算。,attachment_7620.pdf,困难,
2026-02-07 21:45:19,语文,下列各句中，加点的成语使用恰当的一句是,分析句子结构，找出语病类型并修正。,无,困难,
2026-02-03 17:17:32,语文,下列文学常识的表述，错误的一项是,从诗歌的意境、表达技巧等角度分析，得出答案。,attachment_7622.pdf,简单,
2026-02-04 05:22:06,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",根据椭圆的标准方程和离心率公式计算。,attachment_7623.pdf,简单,
2026-02-17 03:12:28,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",求导后分析导函数的符号确定单调区间。,无,中等,
2026-01-22 22:12:16,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",将函数化为辅助角公式的形式求最值。,无,中等,
2026-01-31 02:38:17,数学,函数 f(x) = sin x + cos x 的最大值为,运用等差数列的通项公式和前n项和公式求解。,attachment_7626.pdf,中等,
2026-01-23 22:25:38,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",将函数化为辅助角公式的形式求最值。,attachment_7627.pdf,中等,
2026-02-21 09:42:51,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用配方法或求导法找到函数的最小值点。,无,简单,
2026-02-16 03:18:18,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用复数除法法则和模的定义计算。,attachment_7629.pdf,中等,
2026-02-05 21:39:06,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用正弦定理和余弦定理解决三角形问题。,无,困难,
2026-02-09 10:33:00,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,运用等差数列的通项公式和前n项和公式求解。,无,简单,
2026-02-14 09:59:18,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用复数除法法则和模的定义计算。,无,困难,
2026-01-26 13:45:24,语文,下列词语中，没有错别字的一组是,分析句子结构，找出语病类型并修正。,无,简单,
2026-02-06 14:11:08,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",运用等差数列的通项公式和前n项和公式求解。,无,困难,
2026-02-16 19:21:20,语文,下列各句中，没有语病的一句是,把握文章主旨，理解作者观点态度。,无,中等,
2026-01-22 04:07:33,语文,下列文学常识的表述，错误的一项是,理解文言文中的实词、虚词、句式，推断文意。,attachment_7636.pdf,困难,
2026-02-06 00:44:12,语文,古诗文默写：补写出下列名篇名句中的空缺部分,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,attachment_7637.pdf,中等,
2026-02-16 22:08:28,语文,下列文学常识的表述，错误的一项是,理解文言文中的实词、虚词、句式，推断文意。,attachment_7638.pdf,简单,
2026-01-29 14:58:32,语文,文言文阅读：阅读下面的文言文，完成题目,结合语境和成语的含义，C项使用恰当。,无,中等,
2026-02-21 14:55:09,语文,下列句子中，加点字的读音完全正确的一项是,理解文言文中的实词、虚词、句式，推断文意。,无,困难,
2026-02-15 18:22:44,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用复数除法法则和模的定义计算。,attachment_7641.pdf,简单,
2026-02-01 00:53:49,语文,现代文阅读：阅读下面的文字，完成题目,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,无,中等,
2026-02-05 04:58:06,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用向量垂直的条件 a·b = 0 求解。,attachment_7643.pdf,中等,
2026-01-22 08:01:32,语文,下列各句中，没有语病的一句是,结合语境和成语的含义，C项使用恰当。,无,简单,
2026-02-03 23:50:30,语文,下列句子中，加点字的读音完全正确的一项是,结合语境和成语的含义，C项使用恰当。,attachment_7645.pdf,困难,
2026-01-24 15:52:14,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用正态分布的对称性求解概率。,attachment_7646.pdf,困难,
